"Relic_Name","C1","C2","C3","U1","U2","Rare","Class","Type","Refinement","C1_Raw","C2_Raw","C3_Raw","U1_Raw","U2_Raw","Rare_Raw","C1_Odds","C2_Odds","C3_Odds","U1_Odds","U2_Odds","Rare_Odds"
"Meso M2 Relic (Intact) ","Fang Prime Blade (25.33%)","Paris Prime String (25.33%)","Kogake Prime Boot (25.33%)","Akjagara Prime Link (11.0%)","Silva & Aegis Prime Blade (11.0%)","Mirage Prime (2.0%)","Meso","M2","Intact","Fang Prime Blade","Paris Prime String","Kogake Prime Boot","Akjagara Prime Link","Silva & Aegis Prime Blade","Mirage Prime","25.33","25.33","25.33","11.0","11.0","2.0"
"Meso M2 Relic (Exceptional) ","Fang Prime Blade (23.33%)","Paris Prime String (23.33%)","Kogake Prime Boot (23.33%)","Akjagara Prime Link (13.0%)","Silva & Aegis Prime Blade (13.0%)","Mirage Prime (4.0%)","Meso","M2","Exceptional","Fang Prime Blade","Paris Prime String","Kogake Prime Boot","Akjagara Prime Link","Silva & Aegis Prime Blade","Mirage Prime","23.33","23.33","23.33","13.0","13.0","4.0"
"Meso M2 Relic (Flawless) ","Fang Prime Blade (20.0%)","Paris Prime String (20.0%)","Kogake Prime Boot (20.0%)","Akjagara Prime Link (17.0%)","Silva & Aegis Prime Blade (17.0%)","Mirage Prime (6.0%)","Meso","M2","Flawless","Fang Prime Blade","Paris Prime String","Kogake Prime Boot","Akjagara Prime Link","Silva & Aegis Prime Blade","Mirage Prime","20.0","20.0","20.0","17.0","17.0","6.0"
"Meso M2 Relic (Radiant) ","Akjagara Prime Link (20.0%)","Silva & Aegis Prime Blade (20.0%)","Fang Prime Blade (16.67%)","Paris Prime String (16.67%)","Kogake Prime Boot (16.67%)","Mirage Prime (10.0%)","Meso","M2","Radiant","Akjagara Prime Link","Silva & Aegis Prime Blade","Fang Prime Blade","Paris Prime String","Kogake Prime Boot","Mirage Prime","20.0","20.0","16.67","16.67","16.67","10.0"
"Meso M3 Relic (Intact) ","Ballistica Prime Lower Limb (25.33%)","Gram Prime Blade (25.33%)","Paris Prime String (25.33%)","Equinox Prime Neuroptics (11.0%)","Kogake Prime (11.0%)","Mirage Prime (2.0%)","Meso","M3","Intact","Ballistica Prime Lower Limb","Gram Prime Blade","Paris Prime String","Equinox Prime Neuroptics","Kogake Prime","Mirage Prime","25.33","25.33","25.33","11.0","11.0","2.0"
"Meso M3 Relic (Exceptional) ","Ballistica Prime Lower Limb (23.33%)","Gram Prime Blade (23.33%)","Paris Prime String (23.33%)","Equinox Prime Neuroptics (13.0%)","Kogake Prime (13.0%)","Mirage Prime (4.0%)","Meso","M3","Exceptional","Ballistica Prime Lower Limb","Gram Prime Blade","Paris Prime String","Equinox Prime Neuroptics","Kogake Prime","Mirage Prime","23.33","23.33","23.33","13.0","13.0","4.0"
"Meso M3 Relic (Flawless) ","Ballistica Prime Lower Limb (20.0%)","Gram Prime Blade (20.0%)","Paris Prime String (20.0%)","Equinox Prime Neuroptics (17.0%)","Kogake Prime (17.0%)","Mirage Prime (6.0%)","Meso","M3","Flawless","Ballistica Prime Lower Limb","Gram Prime Blade","Paris Prime String","Equinox Prime Neuroptics","Kogake Prime","Mirage Prime","20.0","20.0","20.0","17.0","17.0","6.0"
"Meso M3 Relic (Radiant) ","Equinox Prime Neuroptics (20.0%)","Kogake Prime (20.0%)","Ballistica Prime Lower Limb (16.67%)","Gram Prime Blade (16.67%)","Paris Prime String (16.67%)","Mirage Prime (10.0%)","Meso","M3","Radiant","Equinox Prime Neuroptics","Kogake Prime","Ballistica Prime Lower Limb","Gram Prime Blade","Paris Prime String","Mirage Prime","20.0","20.0","16.67","16.67","16.67","10.0"
"Meso N1 Relic (Intact) ","Fang Prime Handle (25.33%)","Braton Prime Stock (25.33%)","Fang Prime (25.33%)","Forma (11.0%)","Dual Kamas Prime Handle (11.0%)","Nyx Prime Neuroptics (2.0%)","Meso","N1","Intact","Fang Prime Handle","Braton Prime Stock","Fang Prime","Forma","Dual Kamas Prime Handle","Nyx Prime Neuroptics","25.33","25.33","25.33","11.0","11.0","2.0"
"Meso N1 Relic (Exceptional) ","Fang Prime Handle (23.33%)","Braton Prime Stock (23.33%)","Fang Prime (23.33%)","Forma (13.0%)","Dual Kamas Prime Handle (13.0%)","Nyx Prime Neuroptics (4.0%)","Meso","N1","Exceptional","Fang Prime Handle","Braton Prime Stock","Fang Prime","Forma","Dual Kamas Prime Handle","Nyx Prime Neuroptics","23.33","23.33","23.33","13.0","13.0","4.0"
"Meso N1 Relic (Flawless) ","Fang Prime Handle (20.0%)","Braton Prime Stock (20.0%)","Fang Prime (20.0%)","Forma (17.0%)","Dual Kamas Prime Handle (17.0%)","Nyx Prime Neuroptics (6.0%)","Meso","N1","Flawless","Fang Prime Handle","Braton Prime Stock","Fang Prime","Forma","Dual Kamas Prime Handle","Nyx Prime Neuroptics","20.0","20.0","20.0","17.0","17.0","6.0"
"Meso N1 Relic (Radiant) ","Forma (20.0%)","Dual Kamas Prime Handle (20.0%)","Fang Prime Handle (16.67%)","Braton Prime Stock (16.67%)","Fang Prime (16.67%)","Nyx Prime Neuroptics (10.0%)","Meso","N1","Radiant","Forma","Dual Kamas Prime Handle","Fang Prime Handle","Braton Prime Stock","Fang Prime","Nyx Prime Neuroptics","20.0","20.0","16.67","16.67","16.67","10.0"
"Meso N10 Relic (Intact) ","Ivara Prime Neuroptics (25.33%)","Tipedo Prime (25.33%)","Pangolin Prime Handle (25.33%)","Bronco Prime Barrel (11.0%)","Panthera Prime Stock (11.0%)","Ninkondi Prime Handle (2.0%)","Meso","N10","Intact","Ivara Prime Neuroptics","Tipedo Prime","Pangolin Prime Handle","Bronco Prime Barrel","Panthera Prime Stock","Ninkondi Prime Handle","25.33","25.33","25.33","11.0","11.0","2.0"
"Meso N10 Relic (Exceptional) ","Ivara Prime Neuroptics (23.33%)","Tipedo Prime (23.33%)","Pangolin Prime Handle (23.33%)","Bronco Prime Barrel (13.0%)","Panthera Prime Stock (13.0%)","Ninkondi Prime Handle (4.0%)","Meso","N10","Exceptional","Ivara Prime Neuroptics","Tipedo Prime","Pangolin Prime Handle","Bronco Prime Barrel","Panthera Prime Stock","Ninkondi Prime Handle","23.33","23.33","23.33","13.0","13.0","4.0"
"Meso N10 Relic (Flawless) ","Ivara Prime Neuroptics (20.0%)","Tipedo Prime (20.0%)","Pangolin Prime Handle (20.0%)","Bronco Prime Barrel (17.0%)","Panthera Prime Stock (17.0%)","Ninkondi Prime Handle (6.0%)","Meso","N10","Flawless","Ivara Prime Neuroptics","Tipedo Prime","Pangolin Prime Handle","Bronco Prime Barrel","Panthera Prime Stock","Ninkondi Prime Handle","20.0","20.0","20.0","17.0","17.0","6.0"
"Meso N10 Relic (Radiant) ","Bronco Prime Barrel (20.0%)","Panthera Prime Stock (20.0%)","Ivara Prime Neuroptics (16.67%)","Tipedo Prime (16.67%)","Pangolin Prime Handle (16.67%)","Ninkondi Prime Handle (10.0%)","Meso","N10","Radiant","Bronco Prime Barrel","Panthera Prime Stock","Ivara Prime Neuroptics","Tipedo Prime","Pangolin Prime Handle","Ninkondi Prime Handle","20.0","20.0","16.67","16.67","16.67","10.0"
"Meso N11 Relic (Intact) ","Cernos Prime Upper Limb (25.33%)","Scindo Prime Handle (25.33%)","Lex Prime Barrel (25.33%)","Valkyr Prime Neuroptics (11.0%)","Forma (11.0%)","Nyx Prime Neuroptics (2.0%)","Meso","N11","Intact","Cernos Prime Upper Limb","Scindo Prime Handle","Lex Prime Barrel","Valkyr Prime Neuroptics","Forma","Nyx Prime Neuroptics","25.33","25.33","25.33","11.0","11.0","2.0"
"Meso N11 Relic (Exceptional) ","Cernos Prime Upper Limb (23.33%)","Scindo Prime Handle (23.33%)","Lex Prime Barrel (23.33%)","Valkyr Prime Neuroptics (13.0%)","Forma (13.0%)","Nyx Prime Neuroptics (4.0%)","Meso","N11","Exceptional","Cernos Prime Upper Limb","Scindo Prime Handle","Lex Prime Barrel","Valkyr Prime Neuroptics","Forma","Nyx Prime Neuroptics","23.33","23.33","23.33","13.0","13.0","4.0"
"Meso N11 Relic (Flawless) ","Cernos Prime Upper Limb (20.0%)","Scindo Prime Handle (20.0%)","Lex Prime Barrel (20.0%)","Valkyr Prime Neuroptics (17.0%)","Forma (17.0%)","Nyx Prime Neuroptics (6.0%)","Meso","N11","Flawless","Cernos Prime Upper Limb","Scindo Prime Handle","Lex Prime Barrel","Valkyr Prime Neuroptics","Forma","Nyx Prime Neuroptics","20.0","20.0","20.0","17.0","17.0","6.0"
"Meso N11 Relic (Radiant) ","Valkyr Prime Neuroptics (20.0%)","Forma (20.0%)","Cernos Prime Upper Limb (16.67%)","Scindo Prime Handle (16.67%)","Lex Prime Barrel (16.67%)","Nyx Prime Neuroptics (10.0%)","Meso","N11","Radiant","Valkyr Prime Neuroptics","Forma","Cernos Prime Upper Limb","Scindo Prime Handle","Lex Prime Barrel","Nyx Prime Neuroptics","20.0","20.0","16.67","16.67","16.67","10.0"
"Meso N2 Relic (Intact) ","Hikou Prime (25.33%)","Bronco Prime (25.33%)","Fang Prime Handle (25.33%)","Ash Prime Neuroptics (11.0%)","Forma (11.0%)","Vauban Prime Neuroptics (2.0%)","Meso","N2","Intact","Hikou Prime","Bronco Prime","Fang Prime Handle","Ash Prime Neuroptics","Forma","Vauban Prime Neuroptics","25.33","25.33","25.33","11.0","11.0","2.0"
"Meso N2 Relic (Exceptional) ","Hikou Prime (23.33%)","Bronco Prime (23.33%)","Fang Prime Handle (23.33%)","Ash Prime Neuroptics (13.0%)","Forma (13.0%)","Vauban Prime Neuroptics (4.0%)","Meso","N2","Exceptional","Hikou Prime","Bronco Prime","Fang Prime Handle","Ash Prime Neuroptics","Forma","Vauban Prime Neuroptics","23.33","23.33","23.33","13.0","13.0","4.0"
"Meso N2 Relic (Flawless) ","Hikou Prime (20.0%)","Bronco Prime (20.0%)","Fang Prime Handle (20.0%)","Ash Prime Neuroptics (17.0%)","Forma (17.0%)","Vauban Prime Neuroptics (6.0%)","Meso","N2","Flawless","Hikou Prime","Bronco Prime","Fang Prime Handle","Ash Prime Neuroptics","Forma","Vauban Prime Neuroptics","20.0","20.0","20.0","17.0","17.0","6.0"
"Meso N2 Relic (Radiant) ","Ash Prime Neuroptics (20.0%)","Forma (20.0%)","Hikou Prime (16.67%)","Bronco Prime (16.67%)","Fang Prime Handle (16.67%)","Vauban Prime Neuroptics (10.0%)","Meso","N2","Radiant","Ash Prime Neuroptics","Forma","Hikou Prime","Bronco Prime","Fang Prime Handle","Vauban Prime Neuroptics","20.0","20.0","16.67","16.67","16.67","10.0"
"Meso N3 Relic (Intact) ","Burston Prime Stock (25.33%)","Bronco Prime (25.33%)","Braton Prime Barrel (25.33%)","Euphona Prime Barrel (11.0%)","Carrier Prime Cerebrum (11.0%)","Nekros Prime (2.0%)","Meso","N3","Intact","Burston Prime Stock","Bronco Prime","Braton Prime Barrel","Euphona Prime Barrel","Carrier Prime Cerebrum","Nekros Prime","25.33","25.33","25.33","11.0","11.0","2.0"
"Meso N3 Relic (Exceptional) ","Burston Prime Stock (23.33%)","Bronco Prime (23.33%)","Braton Prime Barrel (23.33%)","Euphona Prime Barrel (13.0%)","Carrier Prime Cerebrum (13.0%)","Nekros Prime (4.0%)","Meso","N3","Exceptional","Burston Prime Stock","Bronco Prime","Braton Prime Barrel","Euphona Prime Barrel","Carrier Prime Cerebrum","Nekros Prime","23.33","23.33","23.33","13.0","13.0","4.0"
"Meso N3 Relic (Flawless) ","Burston Prime Stock (20.0%)","Bronco Prime (20.0%)","Braton Prime Barrel (20.0%)","Euphona Prime Barrel (17.0%)","Carrier Prime Cerebrum (17.0%)","Nekros Prime (6.0%)","Meso","N3","Flawless","Burston Prime Stock","Bronco Prime","Braton Prime Barrel","Euphona Prime Barrel","Carrier Prime Cerebrum","Nekros Prime","20.0","20.0","20.0","17.0","17.0","6.0"
"Meso N3 Relic (Radiant) ","Euphona Prime Barrel (20.0%)","Carrier Prime Cerebrum (20.0%)","Burston Prime Stock (16.67%)","Bronco Prime (16.67%)","Braton Prime Barrel (16.67%)","Nekros Prime (10.0%)","Meso","N3","Radiant","Euphona Prime Barrel","Carrier Prime Cerebrum","Burston Prime Stock","Bronco Prime","Braton Prime Barrel","Nekros Prime","20.0","20.0","16.67","16.67","16.67","10.0"
"Meso N4 Relic (Intact) ","Paris Prime Upper Limb (25.33%)","Saryn Prime Systems (25.33%)","Orthos Prime Handle (25.33%)","Forma (11.0%)","Oberon Prime (11.0%)","Nikana Prime Blade (2.0%)","Meso","N4","Intact","Paris Prime Upper Limb","Saryn Prime Systems","Orthos Prime Handle","Forma","Oberon Prime","Nikana Prime Blade","25.33","25.33","25.33","11.0","11.0","2.0"
"Meso N4 Relic (Exceptional) ","Paris Prime Upper Limb (23.33%)","Saryn Prime Systems (23.33%)","Orthos Prime Handle (23.33%)","Forma (13.0%)","Oberon Prime (13.0%)","Nikana Prime Blade (4.0%)","Meso","N4","Exceptional","Paris Prime Upper Limb","Saryn Prime Systems","Orthos Prime Handle","Forma","Oberon Prime","Nikana Prime Blade","23.33","23.33","23.33","13.0","13.0","4.0"
"Meso N4 Relic (Flawless) ","Paris Prime Upper Limb (20.0%)","Saryn Prime Systems (20.0%)","Orthos Prime Handle (20.0%)","Forma (17.0%)","Oberon Prime (17.0%)","Nikana Prime Blade (6.0%)","Meso","N4","Flawless","Paris Prime Upper Limb","Saryn Prime Systems","Orthos Prime Handle","Forma","Oberon Prime","Nikana Prime Blade","20.0","20.0","20.0","17.0","17.0","6.0"
"Meso N4 Relic (Radiant) ","Forma (20.0%)","Oberon Prime (20.0%)","Paris Prime Upper Limb (16.67%)","Saryn Prime Systems (16.67%)","Orthos Prime Handle (16.67%)","Nikana Prime Blade (10.0%)","Meso","N4","Radiant","Forma","Oberon Prime","Paris Prime Upper Limb","Saryn Prime Systems","Orthos Prime Handle","Nikana Prime Blade","20.0","20.0","16.67","16.67","16.67","10.0"
"Meso N5 Relic (Intact) ","Braton Prime Stock (25.33%)","Forma (25.33%)","Lex Prime Receiver (25.33%)","Hydroid Prime (11.0%)","Tigris Prime Receiver (11.0%)","Nekros Prime Systems (2.0%)","Meso","N5","Intact","Braton Prime Stock","Forma","Lex Prime Receiver","Hydroid Prime","Tigris Prime Receiver","Nekros Prime Systems","25.33","25.33","25.33","11.0","11.0","2.0"
"Meso N5 Relic (Exceptional) ","Braton Prime Stock (23.33%)","Forma (23.33%)","Lex Prime Receiver (23.33%)","Hydroid Prime (13.0%)","Tigris Prime Receiver (13.0%)","Nekros Prime Systems (4.0%)","Meso","N5","Exceptional","Braton Prime Stock","Forma","Lex Prime Receiver","Hydroid Prime","Tigris Prime Receiver","Nekros Prime Systems","23.33","23.33","23.33","13.0","13.0","4.0"
"Meso N5 Relic (Flawless) ","Braton Prime Stock (20.0%)","Forma (20.0%)","Lex Prime Receiver (20.0%)","Hydroid Prime (17.0%)","Tigris Prime Receiver (17.0%)","Nekros Prime Systems (6.0%)","Meso","N5","Flawless","Braton Prime Stock","Forma","Lex Prime Receiver","Hydroid Prime","Tigris Prime Receiver","Nekros Prime Systems","20.0","20.0","20.0","17.0","17.0","6.0"
"Meso N5 Relic (Radiant) ","Hydroid Prime (20.0%)","Tigris Prime Receiver (20.0%)","Braton Prime Stock (16.67%)","Forma (16.67%)","Lex Prime Receiver (16.67%)","Nekros Prime Systems (10.0%)","Meso","N5","Radiant","Hydroid Prime","Tigris Prime Receiver","Braton Prime Stock","Forma","Lex Prime Receiver","Nekros Prime Systems","20.0","20.0","16.67","16.67","16.67","10.0"
"Meso N6 Relic (Intact) ","Forma (25.33%)","Boltor Prime Barrel (25.33%)","Hikou Prime Pouch (25.33%)","Scindo Prime Handle (11.0%)","Rhino Prime Chassis (11.0%)","Nyx Prime Neuroptics (2.0%)","Meso","N6","Intact","Forma","Boltor Prime Barrel","Hikou Prime Pouch","Scindo Prime Handle","Rhino Prime Chassis","Nyx Prime Neuroptics","25.33","25.33","25.33","11.0","11.0","2.0"
"Meso N6 Relic (Exceptional) ","Forma (23.33%)","Boltor Prime Barrel (23.33%)","Hikou Prime Pouch (23.33%)","Scindo Prime Handle (13.0%)","Rhino Prime Chassis (13.0%)","Nyx Prime Neuroptics (4.0%)","Meso","N6","Exceptional","Forma","Boltor Prime Barrel","Hikou Prime Pouch","Scindo Prime Handle","Rhino Prime Chassis","Nyx Prime Neuroptics","23.33","23.33","23.33","13.0","13.0","4.0"
"Meso N6 Relic (Flawless) ","Forma (20.0%)","Boltor Prime Barrel (20.0%)","Hikou Prime Pouch (20.0%)","Scindo Prime Handle (17.0%)","Rhino Prime Chassis (17.0%)","Nyx Prime Neuroptics (6.0%)","Meso","N6","Flawless","Forma","Boltor Prime Barrel","Hikou Prime Pouch","Scindo Prime Handle","Rhino Prime Chassis","Nyx Prime Neuroptics","20.0","20.0","20.0","17.0","17.0","6.0"
"Meso N6 Relic (Radiant) ","Scindo Prime Handle (20.0%)","Rhino Prime Chassis (20.0%)","Forma (16.67%)","Boltor Prime Barrel (16.67%)","Hikou Prime Pouch (16.67%)","Nyx Prime Neuroptics (10.0%)","Meso","N6","Radiant","Scindo Prime Handle","Rhino Prime Chassis","Forma","Boltor Prime Barrel","Hikou Prime Pouch","Nyx Prime Neuroptics","20.0","20.0","16.67","16.67","16.67","10.0"
"Meso N7 Relic (Intact) ","Limbo Prime Systems (25.33%)","Pyrana Prime Barrel (25.33%)","Kronen Prime (25.33%)","Gram Prime (11.0%)","Forma (11.0%)","Ninkondi Prime Handle (2.0%)","Meso","N7","Intact","Limbo Prime Systems","Pyrana Prime Barrel","Kronen Prime","Gram Prime","Forma","Ninkondi Prime Handle","25.33","25.33","25.33","11.0","11.0","2.0"
"Meso N7 Relic (Exceptional) ","Limbo Prime Systems (23.33%)","Pyrana Prime Barrel (23.33%)","Kronen Prime (23.33%)","Gram Prime (13.0%)","Forma (13.0%)","Ninkondi Prime Handle (4.0%)","Meso","N7","Exceptional","Limbo Prime Systems","Pyrana Prime Barrel","Kronen Prime","Gram Prime","Forma","Ninkondi Prime Handle","23.33","23.33","23.33","13.0","13.0","4.0"
"Meso N7 Relic (Flawless) ","Limbo Prime Systems (20.0%)","Pyrana Prime Barrel (20.0%)","Kronen Prime (20.0%)","Gram Prime (17.0%)","Forma (17.0%)","Ninkondi Prime Handle (6.0%)","Meso","N7","Flawless","Limbo Prime Systems","Pyrana Prime Barrel","Kronen Prime","Gram Prime","Forma","Ninkondi Prime Handle","20.0","20.0","20.0","17.0","17.0","6.0"
"Meso N7 Relic (Radiant) ","Gram Prime (20.0%)","Forma (20.0%)","Limbo Prime Systems (16.67%)","Pyrana Prime Barrel (16.67%)","Kronen Prime (16.67%)","Ninkondi Prime Handle (10.0%)","Meso","N7","Radiant","Gram Prime","Forma","Limbo Prime Systems","Pyrana Prime Barrel","Kronen Prime","Ninkondi Prime Handle","20.0","20.0","16.67","16.67","16.67","10.0"
"Meso N8 Relic (Intact) ","Valkyr Prime (25.33%)","Forma (25.33%)","Cernos Prime Upper Limb (25.33%)","Valkyr Prime Neuroptics (11.0%)","Cernos Prime String (11.0%)","Nikana Prime Hilt (2.0%)","Meso","N8","Intact","Valkyr Prime","Forma","Cernos Prime Upper Limb","Valkyr Prime Neuroptics","Cernos Prime String","Nikana Prime Hilt","25.33","25.33","25.33","11.0","11.0","2.0"
"Meso N8 Relic (Exceptional) ","Valkyr Prime (23.33%)","Forma (23.33%)","Cernos Prime Upper Limb (23.33%)","Valkyr Prime Neuroptics (13.0%)","Cernos Prime String (13.0%)","Nikana Prime Hilt (4.0%)","Meso","N8","Exceptional","Valkyr Prime","Forma","Cernos Prime Upper Limb","Valkyr Prime Neuroptics","Cernos Prime String","Nikana Prime Hilt","23.33","23.33","23.33","13.0","13.0","4.0"
"Meso N8 Relic (Flawless) ","Valkyr Prime (20.0%)","Forma (20.0%)","Cernos Prime Upper Limb (20.0%)","Valkyr Prime Neuroptics (17.0%)","Cernos Prime String (17.0%)","Nikana Prime Hilt (6.0%)","Meso","N8","Flawless","Valkyr Prime","Forma","Cernos Prime Upper Limb","Valkyr Prime Neuroptics","Cernos Prime String","Nikana Prime Hilt","20.0","20.0","20.0","17.0","17.0","6.0"
"Meso N8 Relic (Radiant) ","Valkyr Prime Neuroptics (20.0%)","Cernos Prime String (20.0%)","Valkyr Prime (16.67%)","Forma (16.67%)","Cernos Prime Upper Limb (16.67%)","Nikana Prime Hilt (10.0%)","Meso","N8","Radiant","Valkyr Prime Neuroptics","Cernos Prime String","Valkyr Prime","Forma","Cernos Prime Upper Limb","Nikana Prime Hilt","20.0","20.0","16.67","16.67","16.67","10.0"
"Meso N9 Relic (Intact) ","Tekko Prime Gauntlet (25.33%)","Forma (25.33%)","Paris Prime String (25.33%)","Ivara Prime (11.0%)","Akjagara Prime Link (11.0%)","Ninkondi Prime Handle (2.0%)","Meso","N9","Intact","Tekko Prime Gauntlet","Forma","Paris Prime String","Ivara Prime","Akjagara Prime Link","Ninkondi Prime Handle","25.33","25.33","25.33","11.0","11.0","2.0"
"Meso N9 Relic (Exceptional) ","Tekko Prime Gauntlet (23.33%)","Forma (23.33%)","Paris Prime String (23.33%)","Ivara Prime (13.0%)","Akjagara Prime Link (13.0%)","Ninkondi Prime Handle (4.0%)","Meso","N9","Exceptional","Tekko Prime Gauntlet","Forma","Paris Prime String","Ivara Prime","Akjagara Prime Link","Ninkondi Prime Handle","23.33","23.33","23.33","13.0","13.0","4.0"
"Meso N9 Relic (Flawless) ","Tekko Prime Gauntlet (20.0%)","Forma (20.0%)","Paris Prime String (20.0%)","Ivara Prime (17.0%)","Akjagara Prime Link (17.0%)","Ninkondi Prime Handle (6.0%)","Meso","N9","Flawless","Tekko Prime Gauntlet","Forma","Paris Prime String","Ivara Prime","Akjagara Prime Link","Ninkondi Prime Handle","20.0","20.0","20.0","17.0","17.0","6.0"
"Meso N9 Relic (Radiant) ","Ivara Prime (20.0%)","Akjagara Prime Link (20.0%)","Tekko Prime Gauntlet (16.67%)","Forma (16.67%)","Paris Prime String (16.67%)","Ninkondi Prime Handle (10.0%)","Meso","N9","Radiant","Ivara Prime","Akjagara Prime Link","Tekko Prime Gauntlet","Forma","Paris Prime String","Ninkondi Prime Handle","20.0","20.0","16.67","16.67","16.67","10.0"
"Meso O1 Relic (Intact) ","Forma (25.33%)","Akbronco Prime (25.33%)","Paris Prime Lower Limb (25.33%)","Akstiletto Prime Link (11.0%)","Cernos Prime String (11.0%)","Oberon Prime Neuroptics (2.0%)","Meso","O1","Intact","Forma","Akbronco Prime","Paris Prime Lower Limb","Akstiletto Prime Link","Cernos Prime String","Oberon Prime Neuroptics","25.33","25.33","25.33","11.0","11.0","2.0"
"Meso O1 Relic (Exceptional) ","Forma (23.33%)","Akbronco Prime (23.33%)","Paris Prime Lower Limb (23.33%)","Akstiletto Prime Link (13.0%)","Cernos Prime String (13.0%)","Oberon Prime Neuroptics (4.0%)","Meso","O1","Exceptional","Forma","Akbronco Prime","Paris Prime Lower Limb","Akstiletto Prime Link","Cernos Prime String","Oberon Prime Neuroptics","23.33","23.33","23.33","13.0","13.0","4.0"
